Mes_Ano;Data_Internalizacao;UF;Armazem_Agrupado_Origem;Tipo_Armazem_Origem;Armazem_Origem;Armazem_Destino;Tipo_Armazem_Destino;Tipo_Desconexao;Tecnologia;Volume
JUN/2026;30/06/2026;SP-SOC;MASTER SERVICE_ORN;TERCEIROS COLETA;EMP ITV REV MASTER SERVICE - PRINCIPAL;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 6;78
JUN/2026;30/06/2026;SP-SOC;MAXPLAY;TERCEIROS COLETA;EMP MGU MAXPLAY HYRAN MARTINS;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 5;1
JUN/2026;30/06/2026;SP-SOC;MAXPLAY;TERCEIROS COLETA;EMP MGU MAXPLAY HYRAN MARTINS;CDL ITUPEVA - LABORATORIO;ALARES CDL;involuntaria;WIFI 5;2
JUN/2026;30/06/2026;SP-SOC;MAXPLAY;TERCEIROS COLETA;EMP MGU MAXPLAY HYRAN MARTINS;CDL ITUPEVA - LABORATORIO;ALARES CDL;involuntaria;WIFI 6;8
JUN/2026;30/06/2026;SP-SOC;MAXPLAY;TERCEIROS COLETA;EMP MGU MAXPLAY HYRAN MARTINS;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 5;11
JUN/2026;30/06/2026;SP-SOC;MAXPLAY;TERCEIROS COLETA;EMP MGU MAXPLAY HYRAN MARTINS;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 6;23
JUN/2026;30/06/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ARACOIABA DA SERRA;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 5;1
JUN/2026;30/06/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SALTO DE PIRAPORA;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 5;17
JUN/2026;30/06/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA VOTORANTIM;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 5;2
JUN/2026;30/06/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ARACOIABA DA SERRA;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 6;1
JUN/2026;30/06/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SALTO DE PIRAPORA;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 6;2
JUN/2026;30/06/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ARACOIABA DA SERRA;CDL ITUPEVA - LABORATORIO;ALARES CDL;involuntaria;WIFI 6;1
JUN/2026;30/06/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SALTO DE PIRAPORA;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 5;6
JUN/2026;30/06/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SARAPUI;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 5;1
JUN/2026;30/06/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA VOTORANTIM;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 6;3
JUN/2026;30/06/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SALTO DE PIRAPORA;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 6;15
JUN/2026;30/06/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ARACOIABA DA SERRA;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 6;1
JUN/2026;29/06/2026;BA;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;2
JUN/2026;29/06/2026;BA;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;2
JUN/2026;29/06/2026;BA;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 6;1
JUN/2026;29/06/2026;BA;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;involuntaria;OUTROS;15
JUN/2026;29/06/2026;BA;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;20
JUN/2026;29/06/2026;BA;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;41
JUN/2026;29/06/2026;BA;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;28
JUN/2026;29/06/2026;BA;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;49
JUN/2026;29/06/2026;BA;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;36
JUN/2026;29/06/2026;CE;ABL;TERCEIROS COLETA;EMP FLA REV ABL JOAO SERGINO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;8
JUN/2026;29/06/2026;CE;ABL;TERCEIROS COLETA;EMP FLA REV ABL JOAO SERGINO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 6;2
JUN/2026;29/06/2026;CE;ABL;TERCEIROS COLETA;EMP FLA REV ABL JOAO SERGINO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;involuntaria;OUTROS;1
JUN/2026;29/06/2026;CE;ABL;TERCEIROS COLETA;EMP FLA REV ABL JOAO SERGINO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;15
JUN/2026;29/06/2026;CE;ABL;TERCEIROS COLETA;EMP FLA REV ABL JOAO SERGINO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;19
JUN/2026;29/06/2026;CE;ABL;TERCEIROS COLETA;EMP FLA REV ABL JOAO SERGINO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;IPTV;4
JUN/2026;29/06/2026;CE;ABL;TERCEIROS COLETA;EMP FLA REV ABL JOAO SERGINO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;2
JUN/2026;29/06/2026;CE;ABL;TERCEIROS COLETA;EMP FLA REV ABL JOAO SERGINO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;13
JUN/2026;29/06/2026;CE;ABL;TERCEIROS COLETA;EMP FLA REV ABL JOAO SERGINO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;11
JUN/2026;29/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO LOJAS ERRO PCS - GMUD;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;2
JUN/2026;29/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SAO SEBASTIAO DA GRAMA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;2
JUN/2026;29/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SAO SEBASTIAO DA GRAMA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
JUN/2026;29/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SAO SEBASTIAO DA GRAMA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;1
JUN/2026;29/06/2026;MG;CLOVIS LUCIANO;TERCEIROS COLETA;EMP PCS REV CLOVIS - CLOVIS LUCIANO;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;3
JUN/2026;29/06/2026;MG;CLOVIS LUCIANO;TERCEIROS COLETA;EMP PCS REV CLOVIS - CLOVIS LUCIANO;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
JUN/2026;29/06/2026;MG;CLOVIS LUCIANO;TERCEIROS COLETA;EMP PCS REV CLOVIS - CLOVIS LUCIANO;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;involuntaria;OUTROS;17
JUN/2026;29/06/2026;MG;CLOVIS LUCIANO;TERCEIROS COLETA;EMP PCS REV CLOVIS - CLOVIS LUCIANO;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;30
JUN/2026;29/06/2026;MG;CLOVIS LUCIANO;TERCEIROS COLETA;EMP PCS REV CLOVIS - CLOVIS LUCIANO;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;15
JUN/2026;29/06/2026;MG;CLOVIS LUCIANO;TERCEIROS COLETA;EMP PCS REV CLOVIS - CLOVIS LUCIANO;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;107
JUN/2026;29/06/2026;MG;CLOVIS LUCIANO;TERCEIROS COLETA;EMP PCS REV CLOVIS - CLOVIS LUCIANO;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;179
JUN/2026;29/06/2026;MG;CLOVIS LUCIANO;TERCEIROS COLETA;EMP PCS REV CLOVIS - CLOVIS LUCIANO;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;54
JUN/2026;29/06/2026;SP-ITV;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA TABOAO DA SERRA;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 5;1
JUN/2026;29/06/2026;SP-ITV;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA TABOAO DA SERRA;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 5;1
JUN/2026;29/06/2026;SP-ITV;ALARES LOJA;ALARES LOJA;DEVOLUCAO LOJAS ERRO ITUPEVA - GMUD;CDL ITUPEVA - PRINCIPAL;ALARES CDL;Sem.Info;WIFI 5;2
JUN/2026;29/06/2026;SP-MOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SAO JOAO DA BOA VISTA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;IPTV;1
JUN/2026;29/06/2026;SP-MOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SÃO JOSÉ DO RIO PARDO;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;1
JUN/2026;29/06/2026;SP-MOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ESPIRITO SANTO DO PINHAL;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
JUN/2026;29/06/2026;SP-MOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA VARGEM GRANDE DO SUL;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;2
JUN/2026;29/06/2026;SP-MOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SÃO JOSÉ DO RIO PARDO;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;5
JUN/2026;29/06/2026;SP-MOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SÃO JOSÉ DO RIO PARDO;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;14
JUN/2026;29/06/2026;SP-MOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SÃO JOSÉ DO RIO PARDO;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;2
JUN/2026;29/06/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SANTO A D PLATINA;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;1
JUN/2026;29/06/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SANTO A D PLATINA;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;11
JUN/2026;29/06/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SANTO A D PLATINA;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;6
JUN/2026;29/06/2026;SP-ORN;TELECOM;TERCEIROS COLETA;EMP ORN REV TELECOM - FERNANDA SOARES;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;9
JUN/2026;29/06/2026;SP-ORN;TELECOM;TERCEIROS COLETA;EMP ORN REV TELECOM - FERNANDA SOARES;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;38
JUN/2026;29/06/2026;SP-ORN;TELECOM;TERCEIROS COLETA;EMP ORN REV TELECOM - FERNANDA SOARES;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 6;14
JUN/2026;29/06/2026;SP-ORN;TELECOM;TERCEIROS COLETA;EMP ORN REV TELECOM - FERNANDA SOARES;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;Sem.Info;X;1
JUN/2026;29/06/2026;SP-ORN;TELECOM;TERCEIROS COLETA;EMP ORN REV TELECOM - FERNANDA SOARES;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;involuntaria;OUTROS;64
JUN/2026;29/06/2026;SP-ORN;TELECOM;TERCEIROS COLETA;EMP ORN REV TELECOM - FERNANDA SOARES;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;711
JUN/2026;29/06/2026;SP-ORN;TELECOM;TERCEIROS COLETA;EMP ORN REV TELECOM - FERNANDA SOARES;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;390
JUN/2026;29/06/2026;SP-ORN;TELECOM;TERCEIROS COLETA;EMP ORN REV TELECOM - FERNANDA SOARES;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;57
JUN/2026;29/06/2026;SP-ORN;TELECOM;TERCEIROS COLETA;EMP ORN REV TELECOM - FERNANDA SOARES;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;508
JUN/2026;29/06/2026;SP-ORN;TELECOM;TERCEIROS COLETA;EMP ORN REV TELECOM - FERNANDA SOARES;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;214
JUN/2026;29/06/2026;SP-SOC;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL REGISTRO - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;4
JUN/2026;29/06/2026;SP-SOC;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL REGISTRO - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;2
JUN/2026;29/06/2026;SP-SOC;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL REGISTRO - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;4
JUN/2026;26/06/2026;-;ALARES LOJA;ALARES LOJA;ALARES - BAIXA VIRTUAL;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 6;1
JUN/2026;26/06/2026;-;ALARES LOJA;ALARES LOJA;ALARES - BAIXA VIRTUAL;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;2
JUN/2026;26/06/2026;-;ALARES LOJA;ALARES LOJA;ALARES - BAIXA VIRTUAL;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;2
JUN/2026;26/06/2026;-;ALARES LOJA;ALARES LOJA;ALARES - BAIXA VIRTUAL;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 6;1
JUN/2026;26/06/2026;-;ALARES LOJA;ALARES LOJA;ALARES - BAIXA VIRTUAL;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;2
JUN/2026;26/06/2026;-;ALARES LOJA;ALARES LOJA;ALARES - BAIXA VIRTUAL;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
JUN/2026;26/06/2026;-;ALARES LOJA;ALARES LOJA;ALARES - BAIXA VIRTUAL;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;1
JUN/2026;26/06/2026;CE;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SAO GONCALO DO AMARANTE;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
JUN/2026;26/06/2026;CE;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SAO GONCALO DO AMARANTE;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;4
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA BOTELHOS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;1
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO LOJAS ERRO PCS - GMUD;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;34
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ALFENAS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;5
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO LOJAS ERRO PCS - GMUD;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;55
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA BOTELHOS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SAO LOURENCO;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NOVA RESENDE;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;1
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NOVA RESENDE;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;1
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA CAMPESTRE;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;1
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA BOTELHOS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;7
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA CABO VERDE;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;1
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA MONTE BELO;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;1
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NOVA RESENDE;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;6
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA CAMPESTRE;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA CABO VERDE;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NOVA RESENDE;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;8
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA BOTELHOS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;5
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA POCOS DE CALDAS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA MONTE BELO;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;3
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NOVA RESENDE;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;5
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA BOTELHOS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;2
JUN/2026;26/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA POCOS DE CALDAS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;2
JUN/2026;26/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
JUN/2026;26/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;1
JUN/2026;26/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;2
JUN/2026;26/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;1
JUN/2026;26/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;4
JUN/2026;26/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;IPTV;5
JUN/2026;26/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;5
JUN/2026;26/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;10
JUN/2026;26/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 6;4
JUN/2026;26/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;involuntaria;IPTV;2
JUN/2026;26/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;involuntaria;OUTROS;6
JUN/2026;26/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;55
JUN/2026;26/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;53
JUN/2026;26/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;IPTV;27
JUN/2026;26/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;7
JUN/2026;26/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;93
JUN/2026;26/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - MATHEUS SANTOS;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;1
JUN/2026;26/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;99
JUN/2026;26/06/2026;SP-MOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA TAPIRATIBA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;2
JUN/2026;26/06/2026;SP-MOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA DIVINOLANDIA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;2
JUN/2026;26/06/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ITAPEVA;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
JUN/2026;26/06/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PIRAJU;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;2
