Mes_Ano;Data_Internalizacao;UF;Armazem_Agrupado_Origem;Tipo_Armazem_Origem;Armazem_Origem;Armazem_Destino;Tipo_Armazem_Destino;Tipo_Desconexao;Tecnologia;Volume
MAI/2026;26/05/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA VOTORANTIM;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 5;2
MAI/2026;26/05/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SALTO DE PIRAPORA;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 6;1
MAI/2026;26/05/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA VOTORANTIM;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 6;7
MAI/2026;26/05/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA VOTORANTIM;CDL ITUPEVA - LABORATORIO;ALARES CDL;involuntaria;WIFI 5;1
MAI/2026;26/05/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA VOTORANTIM;CDL ITUPEVA - LABORATORIO;ALARES CDL;involuntaria;WIFI 6;3
MAI/2026;26/05/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA VOTORANTIM;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 5;25
MAI/2026;26/05/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SALTO DE PIRAPORA;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 5;40
MAI/2026;26/05/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SALTO DE PIRAPORA;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 6;51
MAI/2026;26/05/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA VOTORANTIM;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 6;36
MAI/2026;25/05/2026;-;ALARES LOJA;ALARES LOJA;ALARES - BAIXA VIRTUAL;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;8
MAI/2026;25/05/2026;-;ALARES LOJA;ALARES LOJA;ALARES - BAIXA VIRTUAL;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;15
MAI/2026;25/05/2026;-;ALARES LOJA;ALARES LOJA;ALARES - BAIXA VIRTUAL;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;6
MAI/2026;25/05/2026;CE;OMEGA;TERCEIROS COLETA;EMP FLA REV OMEGA MARCOS GOMES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
MAI/2026;25/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ITAJUBA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;2
MAI/2026;25/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA POCOS DE CALDAS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;1
MAI/2026;25/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ITAJUBA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
MAI/2026;25/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ITAJUBA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 6;1
MAI/2026;25/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ITAJUBA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;6
MAI/2026;25/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ITAJUBA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;9
MAI/2026;25/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA POCOS DE CALDAS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;4
MAI/2026;25/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA POCOS DE CALDAS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;3
MAI/2026;25/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ITAJUBA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;2
MAI/2026;25/05/2026;SP-MOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA CASA BRANCA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
MAI/2026;25/05/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA TUPA;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;1
MAI/2026;25/05/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA TUPA;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;6
MAI/2026;25/05/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA TUPA;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;1
MAI/2026;22/05/2026;-;ALARES LOJA;ALARES LOJA;ALARES - BAIXA VIRTUAL;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
MAI/2026;22/05/2026;BA;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PORTO SEGURO;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;1
MAI/2026;22/05/2026;BA;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PORTO SEGURO;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;3
MAI/2026;22/05/2026;BA;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PORTO SEGURO;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 6;1
MAI/2026;22/05/2026;BA;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PORTO SEGURO;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;involuntaria;OUTROS;1
MAI/2026;22/05/2026;BA;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PORTO SEGURO;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;1
MAI/2026;22/05/2026;BA;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PORTO SEGURO;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;23
MAI/2026;22/05/2026;BA;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PORTO SEGURO;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;27
MAI/2026;22/05/2026;BA;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PORTO SEGURO;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;33
MAI/2026;22/05/2026;CE;OMEGA;TERCEIROS COLETA;EMP FLA REV OMEGA MARCOS GOMES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;5
MAI/2026;22/05/2026;CE;OMEGA;TERCEIROS COLETA;EMP FLA REV OMEGA MARCOS GOMES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;3
MAI/2026;22/05/2026;CE;OMEGA;TERCEIROS COLETA;EMP FLA REV OMEGA MARCOS GOMES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;involuntaria;OUTROS;2
MAI/2026;22/05/2026;CE;OMEGA;TERCEIROS COLETA;EMP FLA REV OMEGA MARCOS GOMES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;9
MAI/2026;22/05/2026;CE;OMEGA;TERCEIROS COLETA;EMP FLA REV OMEGA MARCOS GOMES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;9
MAI/2026;22/05/2026;CE;OMEGA;TERCEIROS COLETA;EMP FLA REV OMEGA MARCOS GOMES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;IPTV;11
MAI/2026;22/05/2026;CE;OMEGA;TERCEIROS COLETA;EMP FLA REV OMEGA MARCOS GOMES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;44
MAI/2026;22/05/2026;CE;OMEGA;TERCEIROS COLETA;EMP FLA REV OMEGA MARCOS GOMES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;107
MAI/2026;22/05/2026;CE;OMEGA;TERCEIROS COLETA;EMP FLA REV OMEGA MARCOS GOMES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;138
MAI/2026;22/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA POCOS DE CALDAS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
MAI/2026;22/05/2026;PB;DEBORAH BRUNA;TERCEIROS COLETA;EMP JPA REV DB - DEBORAH BRUNA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;2
MAI/2026;22/05/2026;PB;DEBORAH BRUNA;TERCEIROS COLETA;EMP JPA REV DB - DEBORAH BRUNA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;10
MAI/2026;22/05/2026;PB;DEBORAH BRUNA;TERCEIROS COLETA;EMP JPA REV DB - DEBORAH BRUNA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;26
MAI/2026;22/05/2026;PB;DEBORAH BRUNA;TERCEIROS COLETA;EMP JPA REV DB - DEBORAH BRUNA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;1
MAI/2026;22/05/2026;PB;DEBORAH BRUNA;TERCEIROS COLETA;EMP JPA REV DB - DEBORAH BRUNA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;7
MAI/2026;22/05/2026;PB;DEBORAH BRUNA;TERCEIROS COLETA;EMP JPA REV DB - DEBORAH BRUNA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;7
MAI/2026;22/05/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
MAI/2026;22/05/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;2
MAI/2026;22/05/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
MAI/2026;22/05/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
MAI/2026;22/05/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;1
MAI/2026;22/05/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;IPTV;1
MAI/2026;22/05/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;3
MAI/2026;22/05/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;involuntaria;OUTROS;1
MAI/2026;22/05/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;15
MAI/2026;22/05/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;22
MAI/2026;22/05/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;IPTV;23
MAI/2026;22/05/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;13
MAI/2026;22/05/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;76
MAI/2026;22/05/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;85
MAI/2026;22/05/2026;SP-ITV;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ITUPEVA;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 5;2
MAI/2026;22/05/2026;SP-ITV;ALARES LOJA;ALARES LOJA;DEVOLUCAO LOJAS ERRO ITUPEVA - GMUD;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 5;3
MAI/2026;22/05/2026;SP-ITV;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ITUPEVA;CDL ITUPEVA - LABORATORIO;ALARES CDL;involuntaria;WIFI 6;1
MAI/2026;22/05/2026;SP-ITV;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ITUPEVA;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 5;3
MAI/2026;22/05/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA IBIRAREMA;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;involuntaria;OUTROS;1
MAI/2026;22/05/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ASSIS;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;1
MAI/2026;22/05/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PRESIDENTE PRUDENTE;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;2
MAI/2026;22/05/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA IBIRAREMA;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;1
MAI/2026;22/05/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ASSIS;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;3
MAI/2026;22/05/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PRESIDENTE PRUDENTE;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;1
MAI/2026;22/05/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA CANDIDO MOTA;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;2
MAI/2026;22/05/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA CANDIDO MOTA;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
MAI/2026;22/05/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ASSIS;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;19
MAI/2026;22/05/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA IBIRAREMA;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;2
MAI/2026;22/05/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PRESIDENTE PRUDENTE;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;32
MAI/2026;22/05/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PRESIDENTE PRUDENTE;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;17
MAI/2026;22/05/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ASSIS;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;5
MAI/2026;22/05/2026;SP-SOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SOROCABA;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;OUTROS;1
MAI/2026;22/05/2026;SP-SOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA IBIUNA;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 5;1
MAI/2026;22/05/2026;SP-SOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SOROCABA;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 5;46
MAI/2026;22/05/2026;SP-SOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SOROCABA;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 6;4
MAI/2026;22/05/2026;SP-SOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SOROCABA;CDL ITUPEVA - LABORATORIO;ALARES CDL;involuntaria;WIFI 5;1
MAI/2026;22/05/2026;SP-SOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SOROCABA;CDL ITUPEVA - LABORATORIO;ALARES CDL;involuntaria;WIFI 6;1
MAI/2026;22/05/2026;SP-SOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SOROCABA;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;OUTROS;1
MAI/2026;22/05/2026;SP-SOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SOROCABA;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 5;9
MAI/2026;22/05/2026;SP-SOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SOROCABA;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 6;11
MAI/2026;22/05/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ARACOIABA DA SERRA;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 5;2
MAI/2026;22/05/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ARACOIABA DA SERRA;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 6;5
MAI/2026;22/05/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ARACOIABA DA SERRA;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 5;2
MAI/2026;22/05/2026;SP-SPR;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ARACOIABA DA SERRA;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 6;8
MAI/2026;21/05/2026;CE;ABL;TERCEIROS COLETA;EMP FLA REV ABL JOAO SERGINO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
MAI/2026;21/05/2026;CE;ABL;TERCEIROS COLETA;EMP FLA REV ABL JOAO SERGINO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;1
MAI/2026;21/05/2026;CE;ABL;TERCEIROS COLETA;EMP FLA REV ABL JOAO SERGINO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
MAI/2026;21/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO LOJAS ERRO PCS - GMUD;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;23
MAI/2026;21/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO LOJAS ERRO PCS - GMUD;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;3
MAI/2026;21/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SANTA RITA DE CALDAS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
MAI/2026;21/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA CALDAS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;involuntaria;OUTROS;1
MAI/2026;21/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SANTA RITA DE CALDAS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;involuntaria;OUTROS;2
MAI/2026;21/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA IPUIUNA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;1
MAI/2026;21/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA CALDAS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;1
MAI/2026;21/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SANTA RITA DE CALDAS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;2
MAI/2026;21/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA IPUIUNA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;2
MAI/2026;21/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA CALDAS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;3
MAI/2026;21/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA CALDAS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;8
MAI/2026;21/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SANTA RITA DE CALDAS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
MAI/2026;21/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA POCOS DE CALDAS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;2
MAI/2026;21/05/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA IPUIUNA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;2
MAI/2026;21/05/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;6
MAI/2026;21/05/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;1
MAI/2026;21/05/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;4
MAI/2026;21/05/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;7
MAI/2026;21/05/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 6;1
MAI/2026;21/05/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 6;4
MAI/2026;21/05/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;1
MAI/2026;21/05/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;IPTV;3
MAI/2026;21/05/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;9
MAI/2026;21/05/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;3
MAI/2026;21/05/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;6
MAI/2026;21/05/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;2
MAI/2026;21/05/2026;SP-ITV;ALARES LOJA;ALARES LOJA;DEVOLUCAO LOJAS ERRO ITUPEVA - GMUD;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 5;11
MAI/2026;21/05/2026;SP-MOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA CASA BRANCA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;2
MAI/2026;21/05/2026;SP-MOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA CASA BRANCA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;2
MAI/2026;21/05/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SANTO A D PLATINA;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;3
